price,sqft_living,grade,yr_built,zipcode
0.0,1750,5,1943,98056
1.0,2170,8,1992,98019
2.0,2540,9,2007,98022
1.0,1690,7,2005,98053
3.0,1600,7,1926,98115
0.0,1060,7,1961,98058
2.0,1990,7,1948,98115
0.0,2210,8,1968,98032
3.0,3090,8,1959,98042
0.0,1050,7,1986,98019
2.0,2550,7,1960,98027
3.0,2095,8,1910,98116
1.0,1520,8,1978,98155
1.0,2750,8,1987,98031
0.0,1200,7,1960,98002
2.0,1830,7,1928,98040
1.0,1160,7,1957,98133
1.0,1750,8,1989,98133
2.0,2400,8,2003,98059
3.0,4140,9,2004,98027
0.0,2115,7,1998,98002
2.0,2580,9,1990,98166
2.0,1220,7,1927,98117
1.0,1630,7,1940,98107
2.0,1350,8,2004,98053
2.0,1690,7,2004,98053
2.0,1700,8,2005,98029
0.0,1890,8,1979,98003
0.0,850,7,1950,98133
3.0,2480,9,1967,98004
1.0,1690,7,2002,98053
0.0,810,6,1959,98023
3.0,3980,10,1968,98004
3.0,2580,8,1925,98144
3.0,6085,11,2000,98014
3.0,2140,7,1930,98112
0.0,1360,6,1957,98019
3.0,1800,8,1929,98103
2.0,1920,8,2005,98029
0.0,860,7,1927,98133
2.0,2340,9,1986,98038
3.0,4040,9,1962,98004
0.0,1160,6,1942,98178
1.0,1680,8,1989,98045
1.0,1280,7,1945,98122
0.0,1800,7,1977,98045
2.0,4250,10,1967,98003
0.0,2400,8,2004,98001
0.0,940,5,1942,98103
1.0,1110,7,1980,98052
0.0,2420,8,1967,98023
2.0,1850,9,2005,98199
2.0,2020,9,1943,98199
3.0,2020,9,1943,98199
1.0,1830,8,1991,98045
2.0,1920,7,1954,98125
2.0,1280,7,1953,98033
1.0,3130,8,2004,98038
3.0,3920,10,1997,98075
3.0,3100,8,1919,98122
3.0,3220,9,1973,98006
1.0,1670,8,1968,98045
3.0,2700,9,1960,98004
2.0,5461,9,1964,98032
3.0,4400,11,2003,98075
3.0,2190,9,1957,98112
0.0,1200,6,1970,98092
0.0,1470,7,1989,98031
3.0,1650,8,1900,98107
1.0,1840,8,1948,98166
1.0,1210,6,1959,98008
0.0,1870,8,1989,98023
3.0,3890,9,2001,98038
1.0,2660,8,1972,98059
1.0,1150,7,1951,98125
2.0,1740,7,1942,98116
1.0,2580,7,1913,98118
2.0,1720,8,1975,98052
3.0,2740,10,1977,98040
3.0,2610,7,1985,98033
1.0,1400,7,1965,98034
3.0,2570,9,1983,98052
2.0,2830,8,2005,98059
0.0,2630,8,1966,98032
0.0,1580,7,1994,98055
1.0,1540,7,1989,98045
0.0,2120,7,1967,98059
1.0,1830,7,1913,98019
2.0,2260,10,1987,98074
3.0,2500,8,1970,98040
2.0,1830,8,2014,98117
0.0,1190,6,1951,98126
1.0,2310,7,1970,98034
2.0,1230,7,1929,98116
3.0,2940,10,1992,98006
0.0,1010,7,1954,98118
3.0,2550,7,1907,98117
1.0,1480,7,1938,98103
0.0,1460,7,1977,98023
1.0,3110,8,1977,98011
3.0,2140,8,1928,98103
3.0,3450,9,1905,98122
2.0,1960,7,1957,98008
1.0,1890,7,1981,98106
0.0,2080,7,1960,98178
2.0,1700,7,1918,98118
1.0,1140,6,1959,98106
3.0,3136,8,1910,98070
3.0,2590,9,2013,98007
2.0,1480,8,2014,98136
1.0,1500,8,2000,98122
3.0,2660,8,1971,98008
1.0,1350,8,2007,98053
0.0,860,6,1943,98024
0.0,1000,6,1916,98055
2.0,2480,7,1959,98028
3.0,3860,10,1984,98006
3.0,2140,8,1905,98112
0.0,1820,7,1959,98032
2.0,2220,8,1970,98072
3.0,2660,9,1999,98004
0.0,1470,6,1942,98030
1.0,2350,7,1971,98027
3.0,2980,9,1964,98112
1.0,1870,8,1966,98055
2.0,2430,7,1957,98008
3.0,2790,9,2003,98027
0.0,1370,7,1993,98045
3.0,4470,11,1988,98072
2.0,2040,8,1980,98053
3.0,2340,8,1963,98008
2.0,2520,7,1999,98019
1.0,1710,6,1942,98055
1.0,1200,7,1962,98007
0.0,1330,7,1983,98188
1.0,1310,7,1998,98144
1.0,3020,7,1941,98178
1.0,2260,8,1999,98030
1.0,790,6,1948,98115
1.0,970,7,1983,98034
3.0,2250,9,1955,98177
1.0,1530,7,1914,98144
3.0,1780,9,1967,98004
2.0,2120,7,2005,98053
0.0,1500,7,1926,98133
2.0,1500,7,1926,98133
3.0,2390,8,1931,98103
0.0,2390,7,1996,98010
3.0,2920,8,1981,98006
0.0,850,5,1907,98055
2.0,930,7,1904,98122
3.0,3340,9,1998,98126
0.0,710,6,1942,98126
2.0,2240,7,1979,98125
1.0,1060,7,1966,98007
0.0,2360,8,1991,98022
3.0,3520,9,1951,98136
2.0,1730,8,1977,98052
0.0,1170,6,1943,98106
1.0,3680,9,1981,98042
2.0,2900,9,1987,98077
1.0,1290,7,1971,98034
3.0,2010,8,1901,98199
1.0,1490,7,1950,98155
1.0,1930,7,1994,98038
1.0,2240,7,1956,98133
2.0,2320,8,1952,98166
3.0,2990,9,2014,98052
0.0,2200,8,2003,98042
0.0,1500,7,1967,98058
3.0,3860,9,1970,98155
0.0,1430,7,1977,98042
3.0,3750,9,2001,98074
2.0,3100,8,2002,98019
0.0,1870,7,2005,98042
0.0,2040,8,1978,98023
3.0,3700,8,1950,98105
2.0,3150,8,1970,98027
2.0,1990,8,1993,98028
0.0,1740,7,1965,98133
2.0,2080,8,1954,98042
1.0,2060,7,1979,98028
2.0,1590,7,1948,98177
3.0,1760,8,1922,98102
0.0,1620,7,2008,98038
0.0,1210,7,1975,98058
0.0,2040,8,1993,98092
2.0,2270,9,1990,98011
3.0,6640,12,1993,98077
0.0,1060,7,1962,98023
0.0,1940,7,1948,98155
3.0,3070,9,2006,98103
0.0,930,6,1943,98166
2.0,2180,7,1959,98146
1.0,2130,8,1991,98058
1.0,800,6,1922,98136
1.0,2200,7,1959,98155
2.0,1130,8,2009,98107
3.0,1970,8,1937,98136
2.0,1680,9,2014,98119
2.0,1470,7,1955,98125
2.0,2390,8,1969,98072
2.0,2300,8,1979,98008
1.0,2280,7,1957,98038
1.0,1330,8,2004,98117
2.0,2640,7,2003,98053
2.0,2430,8,1974,98155
2.0,2470,9,1989,98092
0.0,1440,7,1965,98168
0.0,1320,7,1975,98031
3.0,2810,8,2001,98074
2.0,1370,8,2005,98107
2.0,2000,8,1981,98116
2.0,1980,8,1973,98008
1.0,2050,8,2002,98168
1.0,2320,7,1959,98178
1.0,1960,7,2003,98118
0.0,1910,7,1986,98030
3.0,2030,8,1980,98052
2.0,2210,8,1972,98177
1.0,2610,7,1965,98188
3.0,2520,9,1990,98033
3.0,1840,7,1900,98122
0.0,1570,7,1971,98031
1.0,2400,7,1953,98042
2.0,1930,9,1978,98177
0.0,1160,6,1969,98038
3.0,2820,9,1985,98052
3.0,3060,8,1922,98144
0.0,1320,6,1961,98023
0.0,1200,6,2003,98038
1.0,1560,7,1970,98042
1.0,3070,9,1983,98001
1.0,1040,7,1978,98053
0.0,1990,7,1969,98042
2.0,1690,8,1984,98027
2.0,1810,9,1979,98008
3.0,2520,7,1953,98004
0.0,1570,7,1996,98001
2.0,1680,7,1940,98117
0.0,1250,7,1978,98032
0.0,1280,7,1962,98031
2.0,4620,11,1991,98023
1.0,1580,7,2004,98072
1.0,1650,8,1977,98155
1.0,1660,8,1981,98011
2.0,2410,8,1993,98074
2.0,1720,7,1921,98105
3.0,3120,9,1983,98006
2.0,2680,8,1974,98027
3.0,2640,8,1954,98178
3.0,3730,9,1989,98077
0.0,1700,7,1986,98038
2.0,2280,7,1947,98116
0.0,1220,7,1986,98034
2.0,3500,7,1980,98155
1.0,2010,7,1977,98070
2.0,2130,8,1973,98027
0.0,1800,7,1992,98022
1.0,1070,7,1961,98033
0.0,1020,6,1954,98118
0.0,1600,7,1994,98003
2.0,1380,7,1928,98125
3.0,3270,10,1982,98056
2.0,2100,7,1907,98107
2.0,2110,8,2001,98103
0.0,1640,7,1966,98070
0.0,1320,7,1986,98023
2.0,2420,7,1958,98028
1.0,1390,6,1908,98115
3.0,2320,9,2014,98125
1.0,2170,8,2003,98059
2.0,2710,8,1977,98077
0.0,1450,7,1998,98042
1.0,1370,8,1988,98034
1.0,1810,7,2001,98019
0.0,1420,7,1963,98032
0.0,2090,8,1987,98023
0.0,2090,8,1987,98023
0.0,1330,7,1976,98023
1.0,1330,7,1985,98034
0.0,1910,6,1951,98178
1.0,2310,8,1978,98032
3.0,2500,7,1948,98177
0.0,1310,7,1987,98038
1.0,2040,8,1994,98014
2.0,2040,8,1994,98014
2.0,2400,8,1962,98115
2.0,1400,7,1929,98117
2.0,1700,8,1975,98052
3.0,3160,10,1997,98040
1.0,1340,7,1985,98034
1.0,1470,7,1965,98008
1.0,1790,7,1953,98133
2.0,1560,7,1989,98074
1.0,2620,8,1990,98038
0.0,1580,7,1962,98198
0.0,1090,6,1961,98014
3.0,3240,9,1939,98115
1.0,2520,7,1955,98056
3.0,2230,9,1949,98004
1.0,2430,8,2002,98038
1.0,1020,6,1923,98136
0.0,1810,7,1959,98168
3.0,3460,10,1987,98074
2.0,2020,7,1956,98125
0.0,1410,7,1983,98058
1.0,750,6,1933,98108
3.0,5300,10,1923,98105
3.0,4380,11,1993,98077
3.0,2290,8,1984,98006
0.0,720,6,1943,98136
1.0,1200,6,1949,98118
3.0,2620,10,1985,98052
0.0,2120,8,1964,98007
0.0,1580,7,1967,98003
3.0,4160,12,2001,98040
1.0,1830,7,1979,98034
1.0,2000,8,1998,98042
2.0,980,6,1907,98119
2.0,3040,7,2000,98019
0.0,1740,7,1962,98058
1.0,1450,7,1955,98133
0.0,1560,7,2003,98038
1.0,2050,8,1986,98198
0.0,1760,7,1956,98002
2.0,1740,8,1998,98122
0.0,910,7,1966,98148
0.0,1700,7,1987,98030
0.0,2620,7,2008,98042
0.0,1500,7,1973,98058
2.0,1630,7,1947,98116
0.0,1370,7,1968,98001
2.0,1390,8,2006,98102
2.0,1540,7,1900,98077
0.0,1190,7,1968,98042
3.0,4500,10,2004,98092
2.0,2370,7,1977,98125
0.0,1360,7,1978,98092
0.0,870,6,1946,98001
3.0,4850,10,1989,98034
1.0,3110,9,1999,98058
3.0,3700,11,2006,98029
3.0,3500,8,1909,98117
3.0,1670,8,1961,98040
0.0,1640,8,1968,98032
3.0,3400,9,1961,98118
2.0,2060,7,1951,98118
0.0,1330,7,1989,98092
2.0,2330,7,1900,98122
3.0,3040,10,1980,98004
3.0,3700,9,1983,98115
2.0,1990,8,1927,98144
0.0,2020,7,1993,98108
2.0,2980,9,1960,98125
3.0,3990,10,2008,98006
1.0,790,6,1949,98122
0.0,1060,6,1941,98168
2.0,2260,7,1962,98072
2.0,1900,8,2006,98053
2.0,3361,10,2006,98092
3.0,3550,9,1962,98039
1.0,2740,8,2005,98031
2.0,2040,7,1943,98136
3.0,4070,10,1998,98038
0.0,720,7,1911,98103
1.0,2000,8,1959,98133
3.0,4400,11,2003,98004
0.0,1300,7,1967,98003
0.0,1420,7,2004,98059
0.0,1540,7,1954,98115
2.0,1540,7,1954,98115
2.0,2360,7,1983,98125
3.0,3720,9,1991,98033
3.0,1690,7,1978,98040
3.0,2300,8,1938,98199
2.0,1650,8,1973,98027
0.0,990,7,1948,98178
3.0,2130,8,1977,98006
3.0,3320,10,1999,98074
0.0,1960,7,1965,98003
0.0,770,6,1913,98072
3.0,2010,7,1902,98119
0.0,800,5,1942,98058
0.0,910,7,1955,98003
1.0,1200,7,1952,98155
3.0,3570,7,2005,98075
1.0,1820,7,1983,98055
3.0,2930,9,1999,98117
1.0,1480,7,1926,98115
2.0,3305,7,1922,98133
1.0,2230,7,2006,98059
0.0,1560,7,1955,98188
1.0,1030,6,1948,98126
3.0,2380,7,1927,98112
0.0,1010,6,1948,98155
2.0,2060,7,1929,98115
1.0,2370,8,1966,98055
2.0,2242,8,1995,98028
0.0,1078,7,1990,98028
0.0,890,7,1943,98125
2.0,2700,7,1977,98019
3.0,2450,8,1985,98052
2.0,1420,7,1960,98007
3.0,1280,8,1904,98122
3.0,2910,9,1972,98006
3.0,2430,8,1979,98006
0.0,1860,7,2003,98038
2.0,1800,7,1956,98033
2.0,1960,7,1958,98006
0.0,1550,6,1925,98166
1.0,840,7,1926,98117
0.0,2080,8,1967,98032
2.0,2210,8,1912,98126
0.0,1210,7,1983,98106
3.0,1350,9,2007,98119
2.0,1860,8,1991,98029
3.0,1940,7,1926,98107
2.0,3400,9,2005,98038
2.0,2240,8,1991,98133
0.0,1170,7,1981,98042
0.0,3130,8,1987,98023
1.0,1510,7,1987,98074
3.0,3740,11,2000,98072
2.0,2690,8,1980,98038
1.0,1760,7,1950,98178
1.0,2180,6,1911,98118
2.0,1560,7,1969,98052
1.0,1780,7,2001,98155
0.0,1260,7,1994,98038
2.0,1570,8,1928,98136
0.0,740,5,1946,98168
2.0,2020,7,1938,98117
3.0,1500,7,1929,98103
0.0,1670,7,1961,98168
3.0,3620,10,1999,98006
0.0,1010,7,2007,98118
0.0,1460,6,1977,98010
3.0,1790,8,1940,98199
1.0,1760,7,1995,98019
0.0,1790,7,2006,98108
1.0,1050,7,1952,98116
2.0,2590,8,2003,98028
0.0,1040,7,1962,98042
2.0,4060,9,2007,98038
3.0,3190,11,1990,98077
3.0,3190,11,1990,98077
3.0,2180,9,1966,98040
0.0,2120,7,1979,98055
1.0,2110,8,1991,98031
2.0,1210,6,1907,98117
1.0,2410,8,1992,98003
3.0,1980,9,1989,98033
2.0,2370,8,1967,98006
2.0,1720,7,1931,98103
0.0,750,6,1942,98126
3.0,2510,8,1968,98115
2.0,2577,8,2000,98092
2.0,1540,8,1941,98126
1.0,720,7,1910,98103
2.0,1810,8,1984,98074
0.0,1380,7,1967,98003
3.0,2570,9,2000,98004
0.0,1690,7,1957,98178
1.0,1420,7,1923,98103
0.0,2130,7,1968,98001
3.0,3000,7,1918,98144
0.0,2150,7,1979,98059
1.0,2280,8,1989,98198
0.0,1560,6,1942,98168
0.0,1880,6,1952,98059
3.0,2320,8,2004,98075
1.0,1010,7,1967,98034
0.0,1120,6,1917,98146
2.0,1560,8,1961,98005
1.0,1860,7,1964,98034
0.0,1150,7,1963,98055
2.0,1920,7,1964,98008
0.0,2490,8,1978,98023
0.0,1460,7,2000,98108
2.0,1820,8,2014,98144
3.0,4290,9,1972,98040
2.0,2230,7,1960,98027
0.0,2070,8,2003,98092
3.0,2480,8,1948,98122
3.0,4110,12,2001,98115
2.0,2290,7,1928,98115
0.0,1220,6,1959,98022
3.0,2620,9,1926,98144
1.0,3190,8,1979,98058
1.0,850,6,1948,98155
2.0,1740,8,2008,98116
2.0,2140,8,1996,98133
2.0,2070,8,1996,98056
1.0,1680,7,2008,98053
2.0,1000,7,1916,98107
3.0,3340,10,1956,98105
0.0,1260,8,1999,98059
2.0,2430,9,1993,98077
0.0,560,5,1947,98146
3.0,3380,10,1994,98059
2.0,1100,7,1908,98115
0.0,1700,5,1927,98002
1.0,1600,7,2002,98053
3.0,2605,9,1979,98033
2.0,1850,8,2010,98053
0.0,1830,8,1986,98092
3.0,3050,8,1962,98198
0.0,1240,8,1967,98008
0.0,2100,7,1984,98001
0.0,1250,7,1959,98056
2.0,1230,7,1952,98133
0.0,1690,7,1988,98023
0.0,1520,7,1951,98155
0.0,1890,7,1997,98030
3.0,1990,8,1972,98006
0.0,1480,7,1980,98023
0.0,1480,7,1980,98023
2.0,2120,8,2005,98052
0.0,1480,7,2007,98109
1.0,1250,7,1975,98052
2.0,2010,8,1989,98029
3.0,3150,10,1975,98005
3.0,3010,10,2000,98007
3.0,3920,9,2000,98029
3.0,2880,8,1919,98103
2.0,2550,10,2011,98056
1.0,1120,7,1962,98034
2.0,3140,8,1968,98034
3.0,4130,10,1993,98075
2.0,2990,9,1976,98003
1.0,1120,7,1940,98136
0.0,1570,7,1943,98166
3.0,2210,8,2008,98053
3.0,2390,9,2000,98075
1.0,1520,8,1976,98011
1.0,1830,7,1962,98106
3.0,2640,8,1937,98136
2.0,1740,8,1989,98029
0.0,1550,8,1965,98055
1.0,1040,7,1961,98033
1.0,1640,8,1985,98007
2.0,1640,8,1985,98007
2.0,1260,7,1954,98006
0.0,1170,7,2007,98126
0.0,1590,7,1980,98038
0.0,1750,7,1993,98038
0.0,1770,7,2001,98042
3.0,3530,8,1940,98105
1.0,2160,7,1978,98133
2.0,2360,9,1977,98074
0.0,1980,8,1978,98023
2.0,1620,8,1955,98125
3.0,2700,9,2012,98053
3.0,3270,9,1968,98040
0.0,870,6,1941,98106
2.0,840,6,1912,98107
1.0,1340,8,2002,98133
2.0,1540,8,2004,98103
0.0,1650,6,1942,98146
2.0,2630,8,2001,98065
1.0,1880,7,1979,98028
2.0,1980,8,1989,98029
1.0,1500,7,1977,98053
0.0,1230,6,1959,98168
3.0,2520,8,1925,98119
0.0,1970,7,1977,98002
2.0,1520,7,1951,98125
3.0,2600,8,1960,98199
1.0,2290,7,1920,98166
1.0,1979,7,1956,98198
3.0,2170,9,1905,98115
1.0,1820,8,1962,98056
1.0,1200,7,1975,98011
2.0,1210,7,1952,98118
2.0,1970,7,1999,98144
0.0,1040,7,1947,98003
2.0,1920,7,1950,98102
2.0,1020,7,2001,98115
2.0,1660,7,1940,98125
2.0,1670,7,1974,98005
3.0,3810,10,2008,98074
0.0,2020,7,1954,98168
0.0,420,4,1949,98136
1.0,1390,7,2004,98125
0.0,2010,7,1964,98168
3.0,1820,7,1945,98115
1.0,1630,8,1996,98177
0.0,800,6,1931,98168
3.0,2270,9,1968,98040
3.0,2290,9,1995,98033
2.0,2750,7,1981,98014
0.0,590,5,1947,98118
0.0,2570,8,1998,98092
3.0,2050,9,1960,98177
0.0,1610,7,1994,98030
1.0,2140,7,1991,98198
3.0,1730,7,1942,98199
2.0,2440,8,2006,98108
3.0,3220,9,1931,98105
3.0,4330,11,1997,98074
1.0,1780,7,1958,98118
2.0,1230,7,1951,98004
2.0,2160,8,1981,98011
1.0,1400,7,1916,98116
3.0,1900,7,1954,98004
2.0,2910,8,1966,98027
3.0,2960,10,1995,98052
1.0,2010,8,1951,98125
3.0,3760,9,2002,98029
2.0,1020,7,1916,98117
0.0,1290,7,2008,98053
0.0,890,6,1954,98056
2.0,1620,7,1979,98074
3.0,3360,10,1987,98074
2.0,2930,9,1975,98006
2.0,2940,9,1996,98033
0.0,1080,6,1900,98168
3.0,4560,11,1995,98004
2.0,1010,7,1940,98115
2.0,1790,8,1928,98117
0.0,2060,7,1962,98023
1.0,1150,6,1947,98126
3.0,4030,9,1992,98199
3.0,2020,8,1956,98040
3.0,2740,9,1999,98074
0.0,1930,7,1984,98031
3.0,2500,9,1966,98040
1.0,2080,8,2004,98038
3.0,1460,7,1940,98117
2.0,3290,10,1988,98023
2.0,1540,8,2014,98029
0.0,1310,7,1988,98038
2.0,2120,8,1975,98052
3.0,2920,8,1964,98005
0.0,1150,7,1956,98166
0.0,2380,8,2001,98001
1.0,2220,7,1993,98108
2.0,3020,7,1925,98126
1.0,2460,7,1955,98198
1.0,1820,7,1939,98103
3.0,2620,9,2005,98116
3.0,1750,8,1914,98119
1.0,2020,7,1994,98031
0.0,1240,6,1987,98042
1.0,1380,7,1988,98011
1.0,1920,7,1953,98166
1.0,1680,7,1940,98019
0.0,1400,7,1964,98055
0.0,1240,6,1936,98011
0.0,1410,7,1980,98014
0.0,1440,8,1985,98023
2.0,1230,8,2004,98112
2.0,1550,7,1966,98033
1.0,1760,8,1967,98072
3.0,5000,11,2004,98029
3.0,2140,7,1913,98122
3.0,3510,10,1906,98112
1.0,2010,8,1967,98030
2.0,3390,8,1978,98058
1.0,2160,8,1966,98006
1.0,1300,8,2006,98053
0.0,1280,6,1985,98002
0.0,1840,7,1975,98003
1.0,3200,7,2002,98038
1.0,2800,9,1985,98042
0.0,1390,7,1949,98198
1.0,2600,8,2005,98038
2.0,1960,8,2002,98053
0.0,1250,6,1970,98053
1.0,1250,6,1970,98053
0.0,550,4,1945,98106
3.0,2500,8,1926,98112
0.0,1250,6,1927,98045
3.0,3020,9,1976,98004
2.0,1640,7,1921,98117
1.0,1870,7,1956,98188
2.0,1760,8,1998,98105
1.0,1320,7,1998,98144
2.0,1430,7,1910,98199
0.0,1580,7,1977,98042
3.0,4170,11,2004,98059
3.0,3090,9,1923,98177
0.0,1020,7,2004,98126
2.0,2180,8,1912,98112
3.0,3350,8,1997,98105
3.0,2510,9,1995,98136
1.0,1880,8,1974,98108
2.0,1810,8,1960,98125
3.0,4170,11,1991,98006
1.0,2230,7,1954,98144
3.0,3650,9,2006,98052
3.0,2830,8,1967,98005
2.0,2120,8,1900,98122
2.0,2090,8,1990,98074
2.0,2600,7,1940,98126
2.0,830,7,1920,98103
0.0,1975,7,1996,98038
0.0,1900,7,1968,98023
1.0,2640,8,1963,98058
0.0,1610,6,1969,98198
2.0,1770,8,2003,98029
1.0,1070,7,1955,98133
3.0,4590,11,1928,98199
2.0,1540,7,1906,98103
1.0,1590,7,1960,98133
2.0,1170,8,1927,98119
2.0,2880,8,1981,98072
2.0,2510,8,1964,98006
1.0,1280,7,1983,98074
1.0,1570,8,1954,98166
1.0,740,6,1912,98115
2.0,1740,7,1955,98007
2.0,1180,8,2010,98119
3.0,2960,9,1959,98177
1.0,1880,7,1945,98126
3.0,1150,8,1959,98117
1.0,1320,7,1959,98008
0.0,1640,6,1944,98166
0.0,1470,7,1992,98038
0.0,900,6,1961,98001
3.0,1510,8,1910,98119
1.0,1440,6,1922,98115
0.0,1380,7,1940,98028
1.0,1150,7,1944,98125
3.0,3610,9,1959,98075
2.0,1250,7,2000,98107
3.0,3510,9,2002,98075
3.0,2260,8,1925,98117
0.0,2840,7,1977,98042
0.0,1430,7,1980,98023
0.0,1420,7,1953,98166
2.0,2120,8,2004,98029
2.0,2080,8,1988,98029
0.0,1370,7,1987,98188
2.0,1900,8,1984,98006
1.0,1660,7,1955,98028
1.0,1310,7,1964,98126
2.0,1840,7,1926,98105
0.0,1040,7,1991,98178
3.0,2610,10,1988,98072
2.0,1990,7,1971,98006
2.0,3080,8,1965,98166
1.0,1200,7,1970,98072
0.0,1250,7,1955,98148
3.0,2640,10,1990,98052
3.0,1790,8,1952,98004
0.0,1140,7,1954,98148
1.0,1790,7,1985,98072
3.0,1910,7,1940,98117
3.0,1530,7,1913,98103
1.0,1050,8,2007,98122
0.0,1730,7,1976,98031
0.0,1100,7,1954,98006
1.0,2100,7,1963,98059
3.0,2800,9,1992,98072
3.0,5000,10,2008,98040
0.0,880,6,1910,98126
0.0,1470,7,1991,98155
3.0,3950,10,2006,98033
0.0,980,7,1956,98168
1.0,2180,7,1950,98155
3.0,3040,11,2003,98059
3.0,4130,9,1985,98077
0.0,1850,7,1972,98042
0.0,1600,7,1993,98042
2.0,2070,7,1951,98108
2.0,3180,7,2001,98059
3.0,6900,9,2002,98077
3.0,2640,7,1908,98109
0.0,1920,6,1953,98038
2.0,2030,8,1981,98052
1.0,1140,6,1932,98092
1.0,1660,7,1952,98155
0.0,1390,7,2005,98133
3.0,2490,8,1922,98105
1.0,2550,9,1990,98031
1.0,1270,6,1968,98033
3.0,2980,10,1900,98144
0.0,1470,8,1974,98023
3.0,3550,10,1990,98011
0.0,780,6,1935,98118
0.0,1390,7,1987,98003
2.0,2440,8,2005,98056
2.0,1260,8,1931,98116
0.0,1640,7,1918,98002
0.0,1670,7,1929,98055
2.0,2380,8,1961,98115
0.0,1030,7,1971,98126
0.0,1560,7,1961,98022
1.0,1640,7,1968,98052
3.0,2200,8,2007,98022
2.0,3190,10,2005,98038
0.0,1200,7,1964,98188
3.0,2250,8,1975,98115
2.0,1960,7,1904,98199
0.0,1250,7,1958,98188
2.0,2640,9,1986,98092
3.0,2460,9,1936,98117
0.0,1700,7,1996,98038
0.0,840,5,1938,98108
1.0,1900,6,1914,98117
2.0,2160,7,1969,98125
3.0,1610,8,1961,98006
0.0,1720,8,1998,98092
2.0,2190,8,2004,98072
2.0,3020,8,1958,98006
0.0,1980,7,1991,98030
2.0,1880,7,1947,98199
1.0,1610,7,1947,98125
3.0,3260,9,1930,98109
3.0,3970,9,1979,98177
3.0,4570,12,1948,98177
2.0,2620,7,1911,98117
0.0,1180,7,1970,98031
2.0,1365,7,2003,98115
0.0,720,6,1943,98106
0.0,1350,7,1981,98032
1.0,3060,8,1967,98058
0.0,1850,8,1993,98022
1.0,1320,7,1970,98024
3.0,1990,9,1980,98028
0.0,610,5,1922,98055
3.0,2500,7,1955,98005
1.0,1440,7,1965,98034
3.0,2750,8,1987,98103
2.0,1790,8,1951,98126
1.0,1050,8,2004,98122
0.0,1780,7,2011,98038
2.0,2200,8,1994,98034
2.0,1720,7,1938,98115
3.0,5840,12,2006,98029
1.0,1520,7,1984,98074
0.0,1320,7,1968,98092
2.0,1070,7,1930,98116
0.0,1990,8,1994,98030
3.0,4980,9,1982,98052
1.0,890,6,1946,98117
0.0,1440,7,1986,98038
1.0,2440,7,2003,98059
0.0,1800,7,1962,98055
2.0,2260,7,2003,98155
0.0,810,6,1944,98168
2.0,2240,7,1940,98116
3.0,4560,9,1986,98074
1.0,1550,7,1954,98031
3.0,3180,10,2001,98199
1.0,2950,7,1970,98072
1.0,2190,7,1999,98178
2.0,1570,8,2006,98053
3.0,3420,9,2003,98027
3.0,2420,9,1991,98033
1.0,1570,7,1967,98022
3.0,3680,9,1925,98112
2.0,1910,7,1953,98116
2.0,1780,7,1927,98116
2.0,2160,6,1953,98115
0.0,1460,7,1966,98001
0.0,1370,6,1963,98055
0.0,1370,6,1963,98055
0.0,1500,8,1998,98092
2.0,1210,7,1951,98027
3.0,2850,8,1952,98155
0.0,1090,6,1947,98155
0.0,1450,7,1991,98038
2.0,1820,8,1977,98072
1.0,1320,7,1971,98034
0.0,1670,7,1941,98146
0.0,1440,5,1943,98056
0.0,980,7,1951,98126
3.0,4340,10,2008,98199
3.0,2860,8,1966,98005
0.0,1140,6,1970,98042
0.0,1120,7,1968,98042
1.0,1460,8,2006,98126
0.0,2050,7,2002,98198
0.0,1250,7,1952,98125
1.0,2520,9,1990,98031
3.0,2580,9,1978,98027
0.0,1200,7,1976,98053
2.0,2140,7,1962,98007
3.0,3440,11,2006,98029
1.0,1800,7,1979,98118
0.0,1790,7,1981,98031
1.0,1250,7,1922,98126
0.0,800,6,1936,98133
2.0,1410,8,1965,98006
2.0,1330,8,2009,98117
3.0,2890,9,1931,98109
2.0,2550,9,1996,98059
1.0,2880,8,2001,98030
0.0,660,5,1940,98168
2.0,1470,7,1985,98029
1.0,1700,8,1959,98133
1.0,1040,7,1955,98006
0.0,880,6,1916,98106
1.0,2490,9,1996,98042
1.0,1210,7,1941,98126
2.0,2080,6,1909,98144
1.0,1380,7,1954,98125
0.0,1620,7,1966,98055
3.0,1680,7,1921,98103
0.0,1330,6,1976,98092
3.0,1730,7,1928,98107
0.0,790,6,1955,98052
0.0,2240,8,1985,98092
1.0,1500,7,1958,98177
0.0,1800,8,1989,98092
1.0,1980,7,2004,98038
1.0,1340,7,1953,98103
1.0,750,7,1908,98122
1.0,1790,7,1969,98059
3.0,5490,12,1996,98006
1.0,1940,7,1978,98155
1.0,2670,8,1972,98092
0.0,1220,7,1994,98038
3.0,1310,7,1956,98117
0.0,1930,8,1995,98031
2.0,2100,8,1972,98115
1.0,1180,7,1977,98155
3.0,4320,12,1990,98006
2.0,3140,7,1951,98033
0.0,2320,7,1960,98168
0.0,2110,7,1966,98059
0.0,1790,7,1960,98198
0.0,1740,7,1959,98198
3.0,3820,10,2005,98004
3.0,2050,9,1930,98166
0.0,1680,8,2002,98092
0.0,1930,8,1974,98058
2.0,3760,8,2002,98056
3.0,2370,8,1973,98052
1.0,2120,8,1978,98059
3.0,2370,8,1987,98052
3.0,2350,8,1910,98103
